id,event_id,action,created_at,event_name
1147,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-22 03:02:33.078378+00,Chick Magnet & Nostaljazz & Slippery When Wet
1148,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-22 03:02:33.12312+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1149,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-22 03:58:59.078225+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1150,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-22 03:59:02.247492+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1151,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-22 03:59:04.572581+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1152,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-22 03:59:11.459012+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1153,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-22 03:59:11.553289+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1154,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-22 03:59:11.612028+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1155,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-22 03:59:11.706884+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1156,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-22 03:59:11.760557+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1157,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-22 03:59:11.893477+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1158,kitchen-dwellers-w-jammy-buffet-thursday-1-22-cervantes-masterpiece-ballroom-2026-01-22,viewed,2026-01-23 07:21:20.568127+00,Kitchen Dwellers w/ Jammy Buffet **THURSDAY 1/22**
1159,wake-up-and-live-a-bob-marley-tribute-w-a-mac-the-height-dj-selekta-razja-cervantes-other-side-2026-02-05,viewed,2026-01-23 07:29:00.624216+00,"Wake Up and Live – A Bob Marley Tribute w/ A-Mac & the Height, DJ Selekta Razja"
1160,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-23 07:29:00.624281+00,"Miilk w/ Buzz Junior, Sweetboi"
1161,jimkata-w-barbara-cervantes-other-side-2026-01-22,viewed,2026-01-23 07:29:00.624318+00,Jimkata w/ Barbara
1162,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-23 16:09:36.283353+00,Chick Magnet & Nostaljazz & Slippery When Wet
1163,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-23 16:09:36.283219+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1164,great-blue-ft-peter-anspach-of-goose-w-jewel-house-and-special-guest-ruthie-bandit-dj-set-cervantes-other-side-2026-02-01,viewed,2026-01-23 16:09:36.283196+00,Great Blue ft. Peter Anspach of Goose w/ Jewel House and Special Guest Ruthie Bandit (DJ Set)
1165,flamingosis-w-blockhead-pure-colors-little-mac-cervantes-masterpiece-ballroom-2026-01-31,viewed,2026-01-23 16:21:55.111468+00,"Flamingosis w/ Blockhead, Pure Colors, Little Mac"
1166,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-23 16:21:55.117442+00,Lotus **FRIDAY 1/16**
1167,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,viewed,2026-01-23 16:21:55.12126+00,Chmura & Duffrey AT OGDEN THEATRE
