id,event_id,action,created_at,event_name
1006,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-17 03:46:39.211701+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1007,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-17 03:46:39.213169+00,"Miilk w/ Buzz Junior, Sweetboi"
1008,great-blue-ft-peter-anspach-of-goose-w-jewel-house-and-special-guest-ruthie-bandit-dj-set-cervantes-other-side-2026-02-01,viewed,2026-01-17 03:46:39.214647+00,Great Blue ft. Peter Anspach of Goose w/ Jewel House and Special Guest Ruthie Bandit (DJ Set)
1009,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,open_event_card,2026-01-17 03:46:57.451004+00,Chmura & Duffrey AT OGDEN THEATRE
1010,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,show_price,2026-01-17 03:47:04.651149+00,Chmura & Duffrey AT OGDEN THEATRE
1011,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-17 03:49:03.961368+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1012,matteo-mancuso-cervantes-other-side-2026-02-04,viewed,2026-01-17 03:49:03.969163+00,Matteo Mancuso
1013,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-17 03:49:03.987293+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1014,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-17 03:50:25.460297+00,Chick Magnet & Nostaljazz & Slippery When Wet
1015,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-17 03:50:25.499045+00,STS9
1016,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-17 03:50:25.514145+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1017,sts9-cervantes-masterpiece-ballroom-2026-01-25,open_event_card,2026-01-17 03:50:36.214315+00,STS9
1018,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-17 03:52:17.967264+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1019,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-17 03:52:17.975062+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1020,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-17 03:52:17.978925+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1021,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-17 03:52:49.47766+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1022,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-17 03:52:49.45774+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1023,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-17 03:52:49.457601+00,Chick Magnet & Nostaljazz & Slippery When Wet
1024,tripp-st-w-rsun-rendr-vyhara-dizzy-cervantes-masterpiece-ballroom-2026-01-24,viewed,2026-01-17 03:52:49.458484+00,"Tripp St. w/ rSUN, Rendr, Vyhara, Dizzy!"
1025,lotus-saturday-1-17-cervantes-masterpiece-ballroom-2026-01-17,viewed,2026-01-17 03:52:49.467075+00,Lotus **SATURDAY 1/17**
1026,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-17 03:52:49.463237+00,Lotus **FRIDAY 1/16**
1027,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-17 03:53:03.170901+00,STS9
1028,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-17 03:53:03.191122+00,"Miilk w/ Buzz Junior, Sweetboi"
1029,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-17 03:53:03.195705+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1030,sts9-cervantes-masterpiece-ballroom-2026-01-25,open_event_card,2026-01-17 03:53:09.346634+00,STS9
1031,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-17 03:56:09.52591+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1032,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-17 03:56:09.528993+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1033,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,viewed,2026-01-17 03:56:09.539277+00,Chmura & Duffrey AT OGDEN THEATRE
1034,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-17 03:56:35.783112+00,Lotus **FRIDAY 1/16**
1035,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-17 03:56:35.784308+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1036,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-17 03:56:35.794082+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1037,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-17 04:01:37.723011+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1038,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-17 04:01:37.737432+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1039,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-17 04:01:37.738394+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1040,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-17 05:18:25.371598+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1041,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-17 05:18:25.371598+00,"Miilk w/ Buzz Junior, Sweetboi"
1042,kitchen-dwellers-w-jammy-buffet-thursday-1-22-cervantes-masterpiece-ballroom-2026-01-22,viewed,2026-01-17 05:18:25.372403+00,Kitchen Dwellers w/ Jammy Buffet **THURSDAY 1/22**
1043,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-17 05:33:58.826351+00,STS9
1044,wake-up-and-live-a-bob-marley-tribute-w-a-mac-the-height-dj-selekta-razja-cervantes-other-side-2026-02-05,viewed,2026-01-17 05:33:58.826403+00,"Wake Up and Live – A Bob Marley Tribute w/ A-Mac & the Height, DJ Selekta Razja"
1045,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-17 05:33:58.826542+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1046,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-17 07:38:29.057524+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1047,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-17 07:38:29.057614+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1048,kitchen-dwellers-w-jammy-buffet-thursday-1-22-cervantes-masterpiece-ballroom-2026-01-22,viewed,2026-01-17 07:38:29.057493+00,Kitchen Dwellers w/ Jammy Buffet **THURSDAY 1/22**
1049,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-17 08:00:02.651464+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1050,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-17 08:00:02.639694+00,STS9
1051,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-17 08:00:02.640375+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1052,lotus-saturday-1-17-cervantes-masterpiece-ballroom-2026-01-17,viewed,2026-01-17 08:02:24.156501+00,Lotus **SATURDAY 1/17**
1053,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,viewed,2026-01-17 08:02:24.175634+00,Chmura & Duffrey AT OGDEN THEATRE
1054,jimkata-w-barbara-cervantes-other-side-2026-01-22,viewed,2026-01-17 08:02:24.19086+00,Jimkata w/ Barbara
1055,kitchen-dwellers-w-jammy-buffet-thursday-1-22-cervantes-masterpiece-ballroom-2026-01-22,viewed,2026-01-17 09:25:06.147562+00,Kitchen Dwellers w/ Jammy Buffet **THURSDAY 1/22**
1056,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-17 09:25:06.147678+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1057,jimkata-w-barbara-cervantes-other-side-2026-01-22,viewed,2026-01-17 09:25:06.14756+00,Jimkata w/ Barbara
1058,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-17 09:35:04.570419+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1059,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-17 09:35:04.571187+00,"Miilk w/ Buzz Junior, Sweetboi"
1060,flamingosis-w-blockhead-pure-colors-little-mac-cervantes-masterpiece-ballroom-2026-01-31,viewed,2026-01-17 09:35:04.571283+00,"Flamingosis w/ Blockhead, Pure Colors, Little Mac"
1061,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-17 10:49:02.34579+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1062,wake-up-and-live-a-bob-marley-tribute-w-a-mac-the-height-dj-selekta-razja-cervantes-other-side-2026-02-05,viewed,2026-01-17 10:49:02.34579+00,"Wake Up and Live – A Bob Marley Tribute w/ A-Mac & the Height, DJ Selekta Razja"
1063,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-17 10:49:02.347317+00,STS9
1064,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-17 17:39:54.983031+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1065,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-17 17:39:54.983041+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1066,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-17 17:39:54.984593+00,Lotus **FRIDAY 1/16**
1067,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-18 02:11:28.557446+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1068,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-18 02:11:28.558968+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1069,tripp-st-w-rsun-rendr-vyhara-dizzy-cervantes-masterpiece-ballroom-2026-01-24,viewed,2026-01-18 02:11:28.557425+00,"Tripp St. w/ rSUN, Rendr, Vyhara, Dizzy!"
1070,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-18 04:07:51.581317+00,Lotus **FRIDAY 1/16**
1071,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-18 04:07:51.582969+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1072,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-18 04:07:51.581317+00,Chick Magnet & Nostaljazz & Slippery When Wet
1073,sts9-cervantes-masterpiece-ballroom-2026-01-25,open_event_card,2026-01-18 04:15:53.304297+00,STS9
1074,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-18 04:15:54.475209+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1075,matteo-mancuso-cervantes-other-side-2026-02-04,viewed,2026-01-18 04:15:54.585376+00,Matteo Mancuso
1076,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,viewed,2026-01-18 04:15:54.588232+00,Chmura & Duffrey AT OGDEN THEATRE
1077,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-18 06:24:32.591711+00,Lotus **FRIDAY 1/16**
1078,wake-up-and-live-a-bob-marley-tribute-w-a-mac-the-height-dj-selekta-razja-cervantes-other-side-2026-02-05,viewed,2026-01-18 06:24:32.591766+00,"Wake Up and Live – A Bob Marley Tribute w/ A-Mac & the Height, DJ Selekta Razja"
1079,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-18 06:24:32.591818+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1080,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-18 11:20:19.848647+00,Chick Magnet & Nostaljazz & Slippery When Wet
1081,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-18 11:20:19.847055+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1082,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-18 11:20:19.847056+00,Lotus **FRIDAY 1/16**
1083,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-18 21:50:47.546651+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1084,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-18 21:50:47.546763+00,Chick Magnet & Nostaljazz & Slippery When Wet
1085,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-18 21:50:47.546636+00,STS9
1086,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-18 23:13:25.556413+00,STS9
1087,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-18 23:13:25.558519+00,Lotus **FRIDAY 1/16**
1088,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-18 23:13:25.556382+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1089,sts9-cervantes-masterpiece-ballroom-2026-01-25,open_event_card,2026-01-18 23:14:17.091435+00,STS9
1090,sts9-cervantes-masterpiece-ballroom-2026-01-25,show_price,2026-01-18 23:14:20.404319+00,STS9
1091,sts9-cervantes-masterpiece-ballroom-2026-01-25,external_link_click,2026-01-18 23:14:23.824825+00,STS9
1092,great-blue-ft-peter-anspach-of-goose-w-jewel-house-and-special-guest-ruthie-bandit-dj-set-cervantes-other-side-2026-02-01,viewed,2026-01-19 03:25:31.421918+00,Great Blue ft. Peter Anspach of Goose w/ Jewel House and Special Guest Ruthie Bandit (DJ Set)
1093,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-19 03:25:31.423902+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1094,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-19 03:25:31.421942+00,Lotus **FRIDAY 1/16**
1095,matteo-mancuso-cervantes-other-side-2026-02-04,viewed,2026-01-19 07:21:12.152602+00,Matteo Mancuso
1096,lotus-saturday-1-17-cervantes-masterpiece-ballroom-2026-01-17,viewed,2026-01-19 07:21:12.152373+00,Lotus **SATURDAY 1/17**
1097,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-19 07:21:12.16258+00,STS9
1098,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-19 07:32:31.702751+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1099,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-19 07:32:31.702017+00,Chick Magnet & Nostaljazz & Slippery When Wet
1100,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-19 07:32:31.70201+00,Lotus **FRIDAY 1/16**
1101,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-19 16:05:54.487602+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1102,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-19 16:05:54.487607+00,"Miilk w/ Buzz Junior, Sweetboi"
1103,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-19 16:05:54.489373+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1104,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-19 21:56:48.018727+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1105,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-19 21:56:48.01709+00,"Miilk w/ Buzz Junior, Sweetboi"
1106,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-19 21:56:48.017091+00,STS9
1107,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-21 08:37:01.300317+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1108,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-21 08:37:01.298911+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1109,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-21 08:37:01.298937+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1110,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-21 18:17:01.631166+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1111,great-blue-ft-peter-anspach-of-goose-w-jewel-house-and-special-guest-ruthie-bandit-dj-set-cervantes-other-side-2026-02-01,viewed,2026-01-21 18:17:01.629366+00,Great Blue ft. Peter Anspach of Goose w/ Jewel House and Special Guest Ruthie Bandit (DJ Set)
1112,tripp-st-w-rsun-rendr-vyhara-dizzy-cervantes-masterpiece-ballroom-2026-01-24,viewed,2026-01-21 18:17:01.629381+00,"Tripp St. w/ rSUN, Rendr, Vyhara, Dizzy!"
1113,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-21 18:17:15.070232+00,"Miilk w/ Buzz Junior, Sweetboi"
1114,wake-up-and-live-a-bob-marley-tribute-w-a-mac-the-height-dj-selekta-razja-cervantes-other-side-2026-02-05,viewed,2026-01-21 18:17:15.074697+00,"Wake Up and Live – A Bob Marley Tribute w/ A-Mac & the Height, DJ Selekta Razja"
1115,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-21 18:17:15.083426+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1116,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-21 18:17:36.251894+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1117,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,viewed,2026-01-21 18:17:36.251747+00,Chmura & Duffrey AT OGDEN THEATRE
1118,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-21 18:17:36.258302+00,"Miilk w/ Buzz Junior, Sweetboi"
1119,kitchen-dwellers-w-silas-herman-the-tone-unit-friday-1-23-cervantes-masterpiece-ballroom-2026-01-23,viewed,2026-01-22 02:59:37.387617+00,Kitchen Dwellers w/ Silas Herman & The Tone Unit **FRIDAY 1/23**
1120,jimkata-w-barbara-cervantes-other-side-2026-01-22,viewed,2026-01-22 02:59:37.387617+00,Jimkata w/ Barbara
1121,kyle-hollingsworth-band-w-breadbox-ballroom-dave-watts-friends-w-hot-like-mars-other-side-cervantes-other-side-2026-01-30,viewed,2026-01-22 02:59:37.389082+00,Kyle Hollingsworth Band w/ Breadbox (Ballroom) + Dave Watts & Friends w/ Hot Like Mars (Other Side)
1122,jimkata-w-barbara-cervantes-other-side-2026-01-22,open_event_card,2026-01-22 02:59:45.073322+00,Jimkata w/ Barbara
1123,wake-up-and-live-a-bob-marley-tribute-w-a-mac-the-height-dj-selekta-razja-cervantes-other-side-2026-02-05,viewed,2026-01-22 02:59:50.985686+00,"Wake Up and Live – A Bob Marley Tribute w/ A-Mac & the Height, DJ Selekta Razja"
1124,lotus-saturday-1-17-cervantes-masterpiece-ballroom-2026-01-17,viewed,2026-01-22 02:59:51.070233+00,Lotus **SATURDAY 1/17**
1125,pma-ft-clay-parnell-steve-molitz-allen-aucoin-ben-silver-cervantes-other-side-2026-01-24,viewed,2026-01-22 02:59:51.503163+00,"PMA (ft. Clay Parnell, Steve Molitz, Allen Aucoin) & Ben Silver"
1126,shift-ft-midicinal-w-catparty-phlo-philia-cervantes-other-side-2026-01-29,viewed,2026-01-22 02:59:51.512928+00,"SHIFT Ft. MIDIcinal w/ CatParty, PhLo, Philia"
1127,tripp-st-w-rsun-rendr-vyhara-dizzy-cervantes-masterpiece-ballroom-2026-01-24,viewed,2026-01-22 02:59:51.63072+00,"Tripp St. w/ rSUN, Rendr, Vyhara, Dizzy!"
1128,tripp-st-w-rsun-rendr-vyhara-dizzy-cervantes-masterpiece-ballroom-2026-01-24,open_event_card,2026-01-22 02:59:54.085553+00,"Tripp St. w/ rSUN, Rendr, Vyhara, Dizzy!"
1129,flamingosis-w-blockhead-pure-colors-little-mac-cervantes-masterpiece-ballroom-2026-01-31,viewed,2026-01-22 02:59:58.780959+00,"Flamingosis w/ Blockhead, Pure Colors, Little Mac"
1130,miilk-w-buzz-junior-sweetboi-cervantes-other-side-2026-01-31,viewed,2026-01-22 02:59:58.794607+00,"Miilk w/ Buzz Junior, Sweetboi"
1131,amnesiacs-radiohead-tribute-rally-round-the-family-rage-against-the-machine-tribute-w-apostles-of-fire-black-sabbath-cervantes-other-side-2026-02-06,viewed,2026-01-22 02:59:59.326311+00,Amnesiacs (Radiohead Tribute) & Rally ‘Round The Family (Rage Against The Machine Tribute) w/ Apostles of Fire (Black Sabbath)
1132,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,viewed,2026-01-22 03:00:00.460709+00,Chmura & Duffrey AT OGDEN THEATRE
1133,great-blue-ft-peter-anspach-of-goose-w-jewel-house-and-special-guest-ruthie-bandit-dj-set-cervantes-other-side-2026-02-01,viewed,2026-01-22 03:00:01.769113+00,Great Blue ft. Peter Anspach of Goose w/ Jewel House and Special Guest Ruthie Bandit (DJ Set)
1134,ozztin-w-yojas-inari-split-velcroshirt-cervantes-other-side-2026-01-23,viewed,2026-01-22 03:00:01.777275+00,"Ozztin w/ Yojas, Inari, SPLiT, VelcroShirt"
1135,kitchen-dwellers-w-jammy-buffet-thursday-1-22-cervantes-masterpiece-ballroom-2026-01-22,viewed,2026-01-22 03:00:04.48654+00,Kitchen Dwellers w/ Jammy Buffet **THURSDAY 1/22**
1136,zach-nugent-s-dead-set-w-lucas-parker-band-the-buzz-cervantes-other-side-2026-01-17,viewed,2026-01-22 03:00:04.513849+00,"Zach Nugent’s Dead Set w/ Lucas Parker Band, The Buzz"
1137,chick-magnet-nostaljazz-slippery-when-wet-cervantes-other-side-2026-01-16,viewed,2026-01-22 03:00:04.523992+00,Chick Magnet & Nostaljazz & Slippery When Wet
1138,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,viewed,2026-01-22 03:00:04.848178+00,Lotus **FRIDAY 1/16**
1139,matteo-mancuso-cervantes-other-side-2026-02-04,viewed,2026-01-22 03:00:20.042608+00,Matteo Mancuso
1140,sts9-cervantes-masterpiece-ballroom-2026-01-25,viewed,2026-01-22 03:00:22.286739+00,STS9
1141,flamingosis-w-blockhead-pure-colors-little-mac-cervantes-masterpiece-ballroom-2026-01-31,open_event_card,2026-01-22 03:00:49.860637+00,"Flamingosis w/ Blockhead, Pure Colors, Little Mac"
1142,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,open_event_card,2026-01-22 03:00:57.741049+00,Lotus **FRIDAY 1/16**
1143,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,show_price,2026-01-22 03:01:02.795868+00,Lotus **FRIDAY 1/16**
1144,lotus-friday-1-16-cervantes-masterpiece-ballroom-2026-01-16,external_link_click,2026-01-22 03:01:04.731883+00,Lotus **FRIDAY 1/16**
1145,chmura-duffrey-at-ogden-theatre-cervantes-masterpiece-ballroom-2026-01-30,open_event_card,2026-01-22 03:02:14.806654+00,Chmura & Duffrey AT OGDEN THEATRE
1146,lotus-saturday-1-17-cervantes-masterpiece-ballroom-2026-01-17,viewed,2026-01-22 03:02:33.074669+00,Lotus **SATURDAY 1/17**
